direction,eps,frac_reachable
dct_u_1,8.35031,1
dct_u_1,9.54321,1
dct_u_1,10.7361,1
dct_u_1,11.929,1
dct_u_1,13.1219,1
dct_u_1,14.3148,1
dct_u_1,15.5077,1
dct_u_1,16.7006,1
dct_u_1,17.8935,1
dct_u_1,19.0864,1
dct_u_1,20.2793,1
dct_u_1,21.4722,1
dct_u_1,22.6651,1
dct_u_1,23.858,1
dct_u_1,25.0509,1
dct_u_1,26.2438,1
dct_u_1,27.4367,1
dct_u_1,28.6296,1
dct_u_1,29.8225,1
dct_u_1,31.0154,1
dct_u_1,32.2083,1
dct_u_1,33.4012,1
dct_u_1,34.5941,1
dct_u_1,35.787,1
dct_u_1,36.9799,1
dct_u_1,38.1728,1
dct_u_1,39.3657,1
dct_u_1,40.5586,1
dct_u_1,41.7515,1
dct_u_1,42.9444,1
dct_u_1,44.1373,1
dct_u_1,45.3302,1
dct_u_1,46.5231,1
dct_u_1,47.716,1
dct_u_1,48.9089,1
dct_u_1,50.1018,1
dct_u_1,51.2947,1
dct_u_1,52.4876,1
dct_u_1,53.6805,1
dct_u_1,54.8734,1
dct_u_1,56.0663,1
dct_u_1,57.2592,1
dct_u_1,58.4521,1
dct_u_1,59.645,1
dct_u_1,60.8379,1
dct_u_1,62.0308,1
dct_u_1,63.2237,1
dct_u_1,64.4166,1
dct_u_1,65.6095,1
dct_u_1,66.8024,1
dct_u_1,67.9953,1
dct_u_1,69.1882,1
dct_u_1,70.3811,1
dct_u_1,71.574,1
dct_u_2,0,0.0320856
dct_u_2,1.1929,0.26738
dct_u_2,2.3858,0.659091
dct_u_2,3.5787,0.914439
dct_u_2,4.7716,1
dct_u_2,5.9645,1
dct_u_2,7.1574,1
dct_u_2,8.35031,1
dct_u_2,9.54321,1
dct_u_2,10.7361,1
dct_u_2,11.929,1
dct_u_2,13.1219,1
dct_u_2,14.3148,1
dct_u_2,15.5077,1
dct_u_2,16.7006,1
dct_u_2,17.8935,1
dct_u_2,19.0864,1
dct_u_2,20.2793,1
dct_u_2,21.4722,1
dct_u_2,22.6651,1
dct_u_2,23.858,1
dct_u_2,25.0509,1
dct_u_2,26.2438,1
dct_u_2,27.4367,1
dct_u_2,28.6296,1
dct_u_2,29.8225,1
dct_u_2,31.0154,1
dct_u_2,32.2083,1
dct_u_2,33.4012,1
dct_u_2,34.5941,1
dct_u_2,35.787,1
dct_u_2,36.9799,1
dct_u_2,38.1728,1
dct_u_2,39.3657,1
dct_u_2,40.5586,1
dct_u_2,41.7515,1
dct_u_2,42.9444,1
dct_u_2,44.1373,1
dct_u_2,45.3302,1
dct_u_2,46.5231,1
dct_u_2,47.716,1
dct_u_2,48.9089,1
dct_u_2,50.1018,1
dct_u_2,51.2947,1
