stmt_index,label,direction,eps,eps_frac,rel_err
468,1,dct_v_top,2.3858,0.05,0.0926154
468,1,dct_v_top,3.87839,0.08128,0.153906
468,1,dct_v_top,6.30477,0.1321,0.256744
468,1,dct_v_top,10.2491,0.2148,0.422253
468,1,dct_v_top,16.6611,0.3492,0.659544
468,1,dct_v_top,27.0845,0.5676,1.02545
468,1,dct_v_top,44.0289,0.9227,0.997648
468,1,dct_v_top,71.574,1.5,0.959022
468,1,random,2.3858,0.05,0.0353619
468,1,random,3.87839,0.08128,0.0578816
468,1,random,6.30477,0.1321,0.0950641
468,1,random,10.2491,0.2148,0.156866
468,1,random,16.6611,0.3492,0.260054
468,1,random,27.0845,0.5676,0.430768
468,1,random,44.0289,0.9227,0.697815
468,1,random,71.574,1.5,1.04127
482,1,jtw_mean_diff_tgt,2.3858,0.05,0.14681
482,1,jtw_mean_diff_tgt,3.87839,0.08128,0.222546
482,1,jtw_mean_diff_tgt,6.30477,0.1321,0.323399
482,1,jtw_mean_diff_tgt,10.2491,0.2148,0.443377
482,1,jtw_mean_diff_tgt,16.6611,0.3492,0.568674
482,1,jtw_mean_diff_tgt,27.0845,0.5676,0.685851
482,1,jtw_mean_diff_tgt,44.0289,0.9227,0.78495
482,1,jtw_mean_diff_tgt,71.574,1.5,0.857271
482,1,mean_diff_src,2.3858,0.05,0.0399555
482,1,mean_diff_src,3.87839,0.08128,0.0638361
482,1,mean_diff_src,6.30477,0.1321,0.100814
482,1,mean_diff_src,10.2491,0.2148,0.15598
482,1,mean_diff_src,16.6611,0.3492,0.233164
482,1,mean_diff_src,27.0845,0.5676,0.331873
482,1,mean_diff_src,44.0289,0.9227,0.456943
482,1,mean_diff_src,71.574,1.5,0.634618
482,1,dct_v_top,2.3858,0.05,0.0855726
482,1,dct_v_top,3.87839,0.08128,0.142193
482,1,dct_v_top,6.30477,0.1321,0.236845
482,1,dct_v_top,10.2491,0.2148,0.385924
482,1,dct_v_top,16.6611,0.3492,0.570303
482,1,dct_v_top,27.0845,0.5676,0.762829
482,1,dct_v_top,44.0289,0.9227,0.859699
482,1,dct_v_top,71.574,1.5,0.890962
482,1,random,2.3858,0.05,0.0392726
482,1,random,3.87839,0.08128,0.0641971
482,1,random,6.30477,0.1321,0.10527
482,1,random,10.2491,0.2148,0.173147
482,1,random,16.6611,0.3492,0.285107
482,1,random,27.0845,0.5676,0.465425
482,1,random,44.0289,0.9227,0.728334
482,1,random,71.574,1.5,1.01358
534,1,jtw_mean_diff_tgt,2.3858,0.05,0.165849
534,1,jtw_mean_diff_tgt,3.87839,0.08128,0.248093
534,1,jtw_mean_diff_tgt,6.30477,0.1321,0.35437
534,1,jtw_mean_diff_tgt,10.2491,0.2148,0.475566
534,1,jtw_mean_diff_tgt,16.6611,0.3492,0.595283
534,1,jtw_mean_diff_tgt,27.0845,0.5676,0.70149
534,1,jtw_mean_diff_tgt,44.0289,0.9227,0.790612
