direction,eps,frac_reachable
rand_12,6.75534,0.563525
rand_12,7.36946,0.627049
rand_12,7.98358,0.67418
rand_12,8.5977,0.721311
rand_12,9.21183,0.766393
rand_12,9.82595,0.807377
rand_12,10.4401,0.846311
rand_12,11.0542,0.866803
rand_12,11.6683,0.895492
rand_12,12.2824,0.92418
rand_12,12.8966,0.94877
rand_12,13.5107,0.965164
rand_12,14.1248,0.971311
rand_12,14.7389,0.981557
rand_12,15.353,0.983607
rand_12,15.9672,0.995902
rand_12,16.5813,0.997951
rand_12,17.1954,1
rand_12,17.8095,1
rand_12,18.4237,1
rand_12,19.0378,1
rand_12,19.6519,1
rand_12,20.266,1
rand_12,20.8801,1
rand_12,21.4943,1
rand_12,22.1084,1
rand_12,22.7225,1
rand_12,23.3366,1
rand_12,23.9507,1
rand_12,24.5649,1
rand_12,25.179,1
rand_12,25.7931,1
rand_12,26.4072,1
rand_12,27.0214,1
rand_12,27.6355,1
rand_12,28.2496,1
rand_12,28.8637,1
rand_12,29.4778,1
rand_12,30.092,1
rand_12,30.7061,1
rand_12,31.3202,1
rand_12,31.9343,1
rand_12,32.5485,1
rand_12,33.1626,1
rand_12,33.7767,1
rand_12,34.3908,1
rand_12,35.0049,1
rand_12,35.6191,1
rand_12,36.2332,1
rand_12,36.8473,1
rand_13,0,0.0758197
rand_13,0.614122,0.110656
rand_13,1.22824,0.135246
rand_13,1.84237,0.168033
rand_13,2.45649,0.202869
rand_13,3.07061,0.264344
rand_13,3.68473,0.334016
rand_13,4.29885,0.395492
rand_13,4.91297,0.497951
rand_13,5.5271,0.594262
rand_13,6.14122,0.651639
rand_13,6.75534,0.713115
rand_13,7.36946,0.793033
rand_13,7.98358,0.844262
rand_13,8.5977,0.889344
rand_13,9.21183,0.920082
rand_13,9.82595,0.94877
rand_13,10.4401,0.971311
rand_13,11.0542,0.985656
rand_13,11.6683,0.993852
rand_13,12.2824,0.995902
rand_13,12.8966,0.997951
rand_13,13.5107,1
rand_13,14.1248,1
rand_13,14.7389,1
rand_13,15.353,1
rand_13,15.9672,1
rand_13,16.5813,1
rand_13,17.1954,1
rand_13,17.8095,1
rand_13,18.4237,1
rand_13,19.0378,1
rand_13,19.6519,1
rand_13,20.266,1
rand_13,20.8801,1
rand_13,21.4943,1
rand_13,22.1084,1
rand_13,22.7225,1
rand_13,23.3366,1
rand_13,23.9507,1
rand_13,24.5649,1
rand_13,25.179,1
rand_13,25.7931,1
rand_13,26.4072,1
rand_13,27.0214,1
rand_13,27.6355,1
rand_13,28.2496,1
rand_13,28.8637,1
rand_13,29.4778,1
rand_13,30.092,1
rand_13,30.7061,1
rand_13,31.3202,1
rand_13,31.9343,1
rand_13,32.5485,1
rand_13,33.1626,1
rand_13,33.7767,1
rand_13,34.3908,1
rand_13,35.0049,1
rand_13,35.6191,1
rand_13,36.2332,1
rand_13,36.8473,1
rand_14,0,0
rand_14,0.614122,0
rand_14,1.22824,0
rand_14,1.84237,0.00204918
rand_14,2.45649,0.00819672
rand_14,3.07061,0.0143443
rand_14,3.68473,0.0245902
rand_14,4.29885,0.0348361
rand_14,4.91297,0.0512295
rand_14,5.5271,0.0758197
rand_14,6.14122,0.108607
rand_14,6.75534,0.153689
rand_14,7.36946,0.190574
rand_14,7.98358,0.239754
rand_14,8.5977,0.32377
rand_14,9.21183,0.395492
rand_14,9.82595,0.456967
rand_14,10.4401,0.534836
rand_14,11.0542,0.590164
rand_14,11.6683,0.659836
rand_14,12.2824,0.727459
rand_14,12.8966,0.788934
rand_14,13.5107,0.831967
rand_14,14.1248,0.866803
rand_14,14.7389,0.889344
rand_14,15.353,0.928279
rand_14,15.9672,0.959016
rand_14,16.5813,0.963115
rand_14,17.1954,0.97541
rand_14,17.8095,0.981557
rand_14,18.4237,0.985656
